Version;1
Sampling cycle;200us
Out count;1
Data count;89894
First index;106402

;OUT02
Display unit;0,001um
Upper limit;500,000um
Lower limit;-500,000um

Trigger count;OUT02(um);
106521;0,250;GO
106522;0,250;GO
106523;0,250;GO
106524;0,250;GO
106525;0,250;GO
106526;0,250;GO
106527;0,250;GO
106528;0,250;GO
106529;0,250;GO
106530;0,250;GO
106531;0,250;GO
106532;0,250;GO
106533;0,250;GO
106534;0,250;GO
106535;0,250;GO
106536;0,250;GO
106537;0,250;GO
106538;0,250;GO
106539;0,250;GO
106540;0,250;GO
106541;0,250;GO
106542;0,250;GO
106543;0,250;GO
106544;0,250;GO
106545;0,250;GO
106546;0,250;GO
106547;0,000;GO
106548;0,000;GO
106549;0,000;GO
106550;0,000;GO
106551;0,000;GO
106552;0,000;GO
106553;0,000;GO
106554;0,000;GO
106555;0,000;GO
106556;0,000;GO
106557;0,000;GO
106558;0,000;GO
106559;0,000;GO
106560;0,000;GO
106561;0,000;GO
106562;0,000;GO
106563;0,000;GO
106564;0,000;GO
106565;0,000;GO
106566;0,000;GO
106567;0,000;GO
106568;0,000;GO
106569;0,000;GO
106570;0,000;GO
106571;0,000;GO
106572;0,000;GO
106573;0,000;GO
106574;0,000;GO
106575;0,000;GO
106576;0,000;GO
106577;0,000;GO
106578;0,000;GO
106579;0,000;GO
106580;0,000;GO
106581;0,000;GO
106582;0,000;GO
106583;0,000;GO
106584;0,000;GO
106585;0,000;GO
106586;0,000;GO
106587;0,000;GO
106588;0,000;GO
106589;0,000;GO
106590;0,000;GO
106591;0,000;GO
106592;0,000;GO
106593;0,000;GO
106594;0,000;GO
106595;0,000;GO
106596;0,000;GO
106597;0,000;GO
106598;0,000;GO
106599;0,000;GO
106600;0,000;GO
106601;0,000;GO
106602;0,000;GO
106603;0,000;GO
106604;0,000;GO
106605;0,000;GO
106606;0,000;GO
106607;0,000;GO
106608;0,000;GO
106609;0,000;GO
106610;0,000;GO
106611;0,000;GO
106612;0,000;GO
106613;0,000;GO
106614;0,000;GO
106615;0,000;GO
106616;0,000;GO
106617;0,000;GO
106618;0,000;GO
106619;0,000;GO
106620;0,000;GO
106621;0,000;GO
106622;0,000;GO
106623;0,000;GO
106624;0,000;GO
106625;0,000;GO
106626;0,000;GO
106627;0,000;GO
106628;0,000;GO
106629;0,000;GO
106630;0,000;GO
106631;0,000;GO
106632;0,000;GO
106633;0,000;GO
106634;0,000;GO
106635;0,000;GO
106636;0,000;GO
106637;0,000;GO
106638;0,000;GO
106639;0,000;GO
106640;0,000;GO
106641;0,000;GO
106642;0,000;GO
106643;0,000;GO
106644;0,000;GO
106645;0,000;GO
106646;0,000;GO
106647;0,000;GO
106648;0,000;GO
106649;0,000;GO
106650;-0,250;GO
106651;-0,250;GO
106652;-0,250;GO
106653;-0,250;GO
106654;-0,250;GO
106655;-0,250;GO
106656;-0,250;GO
106657;-0,250;GO
106658;-0,250;GO
106659;-0,250;GO
106660;-0,250;GO
106661;-0,250;GO
106662;-0,250;GO
106663;-0,250;GO
106664;-0,250;GO
106665;-0,250;GO
106666;-0,250;GO
106667;-0,250;GO
106668;-0,250;GO
106669;-0,250;GO
106670;-0,250;GO
106671;-0,250;GO
106672;-0,250;GO
106673;-0,250;GO
106674;-0,250;GO
106675;-0,250;GO
106676;-0,250;GO
106677;-0,250;GO
106678;-0,250;GO
106679;-0,250;GO
106680;-0,250;GO
106681;-0,250;GO
106682;-0,250;GO
106683;-0,250;GO
106684;-0,250;GO
106685;-0,250;GO
106686;-0,250;GO
106687;-0,250;GO
106688;-0,250;GO
106689;-0,250;GO
106690;-0,250;GO
106691;-0,250;GO
106692;-0,250;GO
106693;-0,250;GO
106694;-0,250;GO
106695;-0,250;GO
106696;-0,250;GO
106697;-0,250;GO
106698;-0,250;GO
106699;-0,250;GO
106700;-0,250;GO
106701;-0,250;GO
106702;-0,250;GO
106703;-0,250;GO
106704;-0,250;GO
106705;-0,250;GO
106706;-0,250;GO
106707;-0,250;GO
106708;-0,250;GO
106709;-0,250;GO
106710;-0,250;GO
106711;-0,250;GO
106712;-0,250;GO
106713;-0,250;GO
106714;-0,250;GO
106715;-0,250;GO
106716;-0,250;GO
106717;-0,250;GO
106718;-0,250;GO
106719;-0,250;GO
106720;-0,250;GO
106721;-0,250;GO
106722;-0,250;GO
106723;-0,250;GO
106724;-0,250;GO
106725;-0,250;GO
106726;-0,250;GO
106727;-0,250;GO
106728;-0,250;GO
106729;-0,250;GO
106730;-0,250;GO
106731;-0,250;GO
106732;-0,250;GO
106733;-0,250;GO
106734;-0,250;GO
106735;-0,250;GO
106736;-0,250;GO
106737;-0,250;GO
106738;-0,250;GO
106739;-0,250;GO
106740;-0,250;GO
106741;-0,250;GO
106742;-0,250;GO
106743;-0,250;GO
106744;-0,500;GO
106745;-0,500;GO
106746;-0,500;GO
106747;-0,500;GO
106748;-0,500;GO
106749;-0,500;GO
106750;-0,500;GO
106751;-0,500;GO
106752;-0,500;GO
106753;-0,500;GO
106754;-0,500;GO
106755;-0,500;GO
106756;-0,500;GO
106757;-0,500;GO
106758;-0,500;GO
106759;-0,500;GO
106760;-0,500;GO
106761;-0,500;GO
106762;-0,500;GO
106763;-0,500;GO
106764;-0,500;GO
106765;-0,500;GO
106766;-0,500;GO
106767;-0,500;GO
106768;-0,500;GO
106769;-0,500;GO
106770;-0,500;GO
106771;-0,500;GO
106772;-0,500;GO
106773;-0,500;GO
106774;-0,500;GO
106775;-0,500;GO
106776;-0,500;GO
106777;-0,500;GO
106778;-0,500;GO
106779;-0,500;GO
106780;-0,500;GO
106781;-0,500;GO
106782;-0,500;GO
106783;-0,500;GO
106784;-0,500;GO
106785;-0,500;GO
106786;-0,500;GO
106787;-0,500;GO
106788;-0,500;GO
106789;-0,500;GO
106790;-0,500;GO
106791;-0,500;GO
106792;-0,500;GO
106793;-0,500;GO
106794;-0,500;GO
106795;-0,500;GO
106796;-0,500;GO
106797;-0,500;GO
106798;-0,500;GO
106799;-0,500;GO
106800;-0,500;GO
106801;-0,500;GO
106802;-0,500;GO
106803;-0,500;GO
106804;-0,500;GO
106805;-0,500;GO
106806;-0,500;GO
106807;-0,500;GO
106808;-0,500;GO
106809;-0,500;GO
106810;-0,500;GO
106811;-0,500;GO
106812;-0,500;GO
106813;-0,500;GO
106814;-0,500;GO
106815;-0,500;GO
106816;-0,500;GO
106817;-0,500;GO
106818;-0,500;GO
106819;-0,500;GO
106820;-0,500;GO
106821;-0,500;GO
106822;-0,500;GO
106823;-0,500;GO
106824;-0,500;GO
106825;-0,500;GO
106826;-0,750;GO
106827;-0,750;GO
106828;-0,750;GO
106829;-0,750;GO
106830;-0,750;GO
106831;-0,750;GO
106832;-0,750;GO
106833;-0,750;GO
106834;-0,750;GO
106835;-0,750;GO
106836;-0,750;GO
106837;-0,750;GO
106838;-0,750;GO
106839;-0,750;GO
106840;-0,750;GO
106841;-0,750;GO
106842;-0,750;GO
106843;-0,750;GO
106844;-0,750;GO
106845;-0,750;GO
106846;-0,750;GO
106847;-0,750;GO
106848;-0,750;GO
106849;-0,750;GO
106850;-0,750;GO
106851;-0,750;GO
106852;-0,750;GO
106853;-0,750;GO
106854;-0,750;GO
106855;-0,750;GO
106856;-0,750;GO
106857;-0,750;GO
106858;-0,750;GO
106859;-0,750;GO
106860;-0,750;GO
106861;-0,750;GO
106862;-0,750;GO
106863;-0,750;GO
106864;-0,750;GO
106865;-0,750;GO
106866;-0,750;GO
106867;-0,750;GO
106868;-0,750;GO
106869;-0,750;GO
106870;-0,750;GO
106871;-0,750;GO
106872;-0,750;GO
106873;-0,750;GO
106874;-0,750;GO
106875;-0,750;GO
106876;-0,750;GO
106877;-0,750;GO
106878;-0,750;GO
106879;-0,750;GO
106880;-0,750;GO
106881;-0,750;GO
106882;-0,750;GO
106883;-0,750;GO
106884;-0,750;GO
106885;-0,750;GO
106886;-0,750;GO
106887;-0,750;GO
106888;-0,750;GO
106889;-0,750;GO
106890;-0,750;GO
106891;-0,750;GO
106892;-0,750;GO
106893;-1,000;GO
106894;-1,000;GO
106895;-1,000;GO
106896;-1,000;GO
106897;-1,000;GO
106898;-1,000;GO
106899;-1,000;GO
106900;-1,000;GO
106901;-1,000;GO
106902;-1,000;GO
106903;-1,000;GO
106904;-1,000;GO
106905;-1,000;GO
106906;-1,000;GO
106907;-1,000;GO
106908;-1,000;GO
106909;-1,000;GO
106910;-1,000;GO
106911;-1,000;GO
106912;-1,000;GO
106913;-1,000;GO
106914;-1,000;GO
106915;-1,000;GO
106916;-1,000;GO
106917;-1,000;GO
106918;-1,000;GO
106919;-1,000;GO
106920;-1,000;GO
106921;-1,000;GO
106922;-1,000;GO
106923;-1,000;GO
106924;-1,000;GO
106925;-1,000;GO
106926;-1,000;GO
106927;-1,000;GO
106928;-1,000;GO
106929;-1,000;GO
106930;-1,000;GO
106931;-1,000;GO
106932;-1,000;GO
106933;-1,000;GO
106934;-1,000;GO
106935;-1,000;GO
106936;-1,000;GO
106937;-1,000;GO
106938;-1,000;GO
106939;-1,000;GO
106940;-1,000;GO
106941;-1,000;GO
106942;-1,000;GO
106943;-1,000;GO
106944;-1,000;GO
106945;-1,000;GO
106946;-1,000;GO
106947;-1,000;GO
106948;-1,000;GO
106949;-1,000;GO
106950;-1,000;GO
106951;-1,000;GO
106952;-1,000;GO
106953;-1,000;GO
106954;-1,250;GO
106955;-1,250;GO
106956;-1,250;GO
106957;-1,250;GO
106958;-1,250;GO
106959;-1,250;GO
106960;-1,250;GO
106961;-1,250;GO
106962;-1,250;GO
106963;-1,250;GO
106964;-1,250;GO
106965;-1,250;GO
106966;-1,250;GO
106967;-1,250;GO
106968;-1,250;GO
106969;-1,250;GO
106970;-1,250;GO
106971;-1,250;GO
106972;-1,250;GO
106973;-1,250;GO
106974;-1,250;GO
106975;-1,250;GO
106976;-1,250;GO
106977;-1,250;GO
106978;-1,250;GO
106979;-1,250;GO
106980;-1,250;GO
106981;-1,250;GO
106982;-1,250;GO
106983;-1,250;GO
106984;-1,250;GO
106985;-1,250;GO
106986;-1,250;GO
106987;-1,250;GO
106988;-1,250;GO
106989;-1,250;GO
106990;-1,250;GO
106991;-1,250;GO
106992;-1,250;GO
106993;-1,250;GO
106994;-1,250;GO
106995;-1,250;GO
106996;-1,250;GO
106997;-1,250;GO
106998;-1,250;GO
106999;-1,250;GO
107000;-1,250;GO
107001;-1,250;GO
107002;-1,250;GO
107003;-1,250;GO
107004;-1,250;GO
107005;-1,250;GO
107006;-1,250;GO
107007;-1,250;GO
107008;-1,500;GO
107009;-1,500;GO
107010;-1,500;GO
107011;-1,500;GO
107012;-1,500;GO
107013;-1,500;GO
107014;-1,500;GO
107015;-1,500;GO
107016;-1,500;GO
107017;-1,500;GO
107018;-1,500;GO
107019;-1,500;GO
107020;-1,500;GO
107021;-1,500;GO
107022;-1,500;GO
107023;-1,500;GO
107024;-1,500;GO
107025;-1,500;GO
107026;-1,500;GO
107027;-1,500;GO
107028;-1,500;GO
107029;-1,500;GO
107030;-1,500;GO
107031;-1,500;GO
107032;-1,500;GO
107033;-1,500;GO
107034;-1,500;GO
107035;-1,500;GO
107036;-1,500;GO
107037;-1,500;GO
107038;-1,500;GO
107039;-1,500;GO
107040;-1,500;GO
107041;-1,500;GO
107042;-1,500;GO
107043;-1,500;GO
107044;-1,500;GO
107045;-1,500;GO
107046;-1,500;GO
107047;-1,500;GO
107048;-1,500;GO
107049;-1,500;GO
107050;-1,500;GO
107051;-1,500;GO
107052;-1,500;GO
107053;-1,500;GO
107054;-1,500;GO
107055;-1,500;GO
107056;-1,500;GO
107057;-1,500;GO
107058;-1,500;GO
107059;-1,500;GO
107060;-1,750;GO
107061;-1,750;GO
107062;-1,750;GO
107063;-1,750;GO
107064;-1,750;GO
107065;-1,750;GO
107066;-1,750;GO
107067;-1,750;GO
107068;-1,750;GO
107069;-1,750;GO
107070;-1,750;GO
107071;-1,750;GO
107072;-1,750;GO
107073;-1,750;GO
107074;-1,750;GO
107075;-1,750;GO
107076;-1,750;GO
107077;-1,750;GO
107078;-1,750;GO
107079;-1,750;GO
107080;-1,750;GO
107081;-1,750;GO
107082;-1,750;GO
107083;-1,750;GO
107084;-1,750;GO
107085;-1,750;GO
107086;-1,750;GO
107087;-1,750;GO
107088;-1,750;GO
107089;-1,750;GO
107090;-1,750;GO
107091;-1,750;GO
107092;-1,750;GO
107093;-1,750;GO
107094;-1,750;GO
107095;-1,750;GO
107096;-1,750;GO
107097;-1,750;GO
107098;-1,750;GO
107099;-1,750;GO
107100;-1,750;GO
107101;-1,750;GO
107102;-1,750;GO
107103;-1,750;GO
107104;-1,750;GO
107105;-1,750;GO
107106;-1,750;GO
107107;-1,750;GO
107108;-1,750;GO
107109;-1,750;GO
107110;-1,750;GO
107111;-2,000;GO
107112;-2,000;GO
107113;-2,000;GO
107114;-2,000;GO
107115;-2,000;GO
107116;-2,000;GO
107117;-2,000;GO
107118;-2,000;GO
107119;-2,000;GO
107120;-2,000;GO
107121;-2,000;GO
107122;-2,000;GO
107123;-2,000;GO
107124;-2,000;GO
107125;-2,000;GO
107126;-2,000;GO
107127;-2,000;GO
107128;-2,000;GO
107129;-2,000;GO
107130;-2,000;GO
107131;-2,000;GO
107132;-2,000;GO
107133;-2,000;GO
107134;-2,000;GO
107135;-2,000;GO
107136;-2,000;GO
107137;-2,000;GO
107138;-2,000;GO
107139;-2,000;GO
107140;-2,000;GO
107141;-2,000;GO
107142;-2,000;GO
107143;-2,000;GO
107144;-2,000;GO
107145;-2,000;GO
107146;-2,000;GO
107147;-2,000;GO
107148;-2,000;GO
107149;-2,000;GO
107150;-2,000;GO
107151;-2,000;GO
107152;-2,000;GO
107153;-2,000;GO
107154;-2,000;GO
107155;-2,000;GO
107156;-2,000;GO
107157;-2,000;GO
107158;-2,000;GO
107159;-2,000;GO
107160;-2,000;GO
107161;-2,250;GO
107162;-2,250;GO
107163;-2,250;GO
107164;-2,250;GO
107165;-2,250;GO
107166;-2,250;GO
107167;-2,250;GO
107168;-2,250;GO
107169;-2,250;GO
107170;-2,250;GO
107171;-2,250;GO
107172;-2,250;GO
107173;-2,250;GO
107174;-2,250;GO
107175;-2,250;GO
107176;-2,250;GO
107177;-2,250;GO
107178;-2,250;GO
107179;-2,250;GO
107180;-2,250;GO
107181;-2,250;GO
107182;-2,250;GO
107183;-2,250;GO
107184;-2,250;GO
107185;-2,250;GO
107186;-2,250;GO
107187;-2,250;GO
107188;-2,250;GO
107189;-2,250;GO
107190;-2,250;GO
107191;-2,250;GO
107192;-2,250;GO
107193;-2,250;GO
107194;-2,250;GO
107195;-2,250;GO
107196;-2,250;GO
107197;-2,250;GO
107198;-2,250;GO
107199;-2,250;GO
107200;-2,250;GO
107201;-2,250;GO
107202;-2,250;GO
107203;-2,250;GO
107204;-2,250;GO
107205;-2,250;GO
107206;-2,250;GO
107207;-2,250;GO
107208;-2,250;GO
107209;-2,250;GO
107210;-2,250;GO
107211;-2,500;GO
107212;-2,500;GO
107213;-2,500;GO
107214;-2,500;GO
107215;-2,500;GO
107216;-2,500;GO
107217;-2,500;GO
107218;-2,500;GO
107219;-2,500;GO
107220;-2,500;GO
107221;-2,500;GO
107222;-2,500;GO
107223;-2,500;GO
107224;-2,500;GO
107225;-2,500;GO
107226;-2,500;GO
107227;-2,500;GO
107228;-2,500;GO
107229;-2,500;GO
107230;-2,500;GO
107231;-2,500;GO
107232;-2,500;GO
107233;-2,500;GO
107234;-2,500;GO
107235;-2,500;GO
107236;-2,500;GO
107237;-2,500;GO
107238;-2,500;GO
107239;-2,500;GO
107240;-2,500;GO
107241;-2,500;GO
107242;-2,500;GO
107243;-2,500;GO
107244;-2,500;GO
107245;-2,500;GO
107246;-2,500;GO
107247;-2,500;GO
107248;-2,500;GO
107249;-2,500;GO
107250;-2,500;GO
107251;-2,500;GO
107252;-2,500;GO
107253;-2,500;GO
107254;-2,500;GO
107255;-2,500;GO
107256;-2,500;GO
107257;-2,750;GO
107258;-2,750;GO
107259;-2,750;GO
107260;-2,750;GO
107261;-2,750;GO
107262;-2,750;GO
107263;-2,750;GO
107264;-2,750;GO
107265;-2,750;GO
107266;-2,750;GO
107267;-2,750;GO
107268;-2,750;GO
107269;-2,750;GO
107270;-2,750;GO
107271;-2,750;GO
107272;-2,750;GO
107273;-2,750;GO
107274;-2,750;GO
107275;-2,750;GO
107276;-2,750;GO
107277;-2,750;GO
107278;-2,750;GO
107279;-2,750;GO
107280;-2,750;GO
107281;-2,750;GO
107282;-2,750;GO
107283;-2,750;GO
107284;-2,750;GO
107285;-2,750;GO
107286;-2,750;GO
107287;-2,750;GO
107288;-2,750;GO
107289;-2,750;GO
107290;-2,750;GO
107291;-2,750;GO
107292;-2,750;GO
107293;-2,750;GO
107294;-2,750;GO
107295;-2,750;GO
107296;-2,750;GO
107297;-2,750;GO
107298;-2,750;GO
107299;-2,750;GO
107300;-2,750;GO
107301;-2,750;GO
107302;-2,750;GO
107303;-3,000;GO
107304;-3,000;GO
107305;-3,000;GO
107306;-3,000;GO
107307;-3,000;GO
107308;-3,000;GO
107309;-3,000;GO
107310;-3,000;GO
107311;-3,000;GO
107312;-3,000;GO
107313;-3,000;GO
107314;-3,000;GO
107315;-3,000;GO
107316;-3,000;GO
107317;-3,000;GO
107318;-3,000;GO
107319;-3,000;GO
107320;-3,000;GO
107321;-3,000;GO
107322;-3,000;GO
107323;-3,000;GO
107324;-3,000;GO
107325;-3,000;GO
107326;-3,000;GO
107327;-3,000;GO
107328;-3,000;GO
107329;-3,000;GO
107330;-3,000;GO
107331;-3,000;GO
107332;-3,000;GO
107333;-3,000;GO
107334;-3,000;GO
107335;-3,000;GO
107336;-3,000;GO
107337;-3,000;GO
107338;-3,000;GO
107339;-3,000;GO
107340;-3,000;GO
107341;-3,000;GO
107342;-3,000;GO
107343;-3,000;GO
107344;-3,000;GO
107345;-3,000;GO
107346;-3,000;GO
107347;-3,000;GO
107348;-3,000;GO
107349;-3,250;GO
107350;-3,250;GO
107351;-3,250;GO
107352;-3,250;GO
107353;-3,250;GO
107354;-3,250;GO
107355;-3,250;GO
107356;-3,250;GO
107357;-3,250;GO
107358;-3,250;GO
107359;-3,250;GO
107360;-3,250;GO
107361;-3,250;GO
107362;-3,250;GO
107363;-3,250;GO
107364;-3,250;GO
107365;-3,250;GO
107366;-3,250;GO
107367;-3,250;GO
107368;-3,250;GO
107369;-3,250;GO
107370;-3,250;GO
107371;-3,250;GO
107372;-3,250;GO
107373;-3,250;GO
107374;-3,250;GO
107375;-3,250;GO
107376;-3,250;GO
107377;-3,250;GO
107378;-3,250;GO
107379;-3,250;GO
107380;-3,250;GO
107381;-3,250;GO
107382;-3,250;GO
107383;-3,250;GO
107384;-3,250;GO
107385;-3,250;GO
107386;-3,250;GO
107387;-3,250;GO
107388;-3,250;GO
107389;-3,250;GO
107390;-3,250;GO
107391;-3,250;GO
107392;-3,250;GO
107393;-3,250;GO
107394;-3,250;GO
107395;-3,250;GO
107396;-3,250;GO
107397;-3,500;GO
107398;-3,500;GO
107399;-3,500;GO
107400;-3,500;GO
107401;-3,500;GO
107402;-3,500;GO
107403;-3,500;GO
107404;-3,500;GO
107405;-3,500;GO
107406;-3,500;GO
107407;-3,500;GO
107408;-3,500;GO
107409;-3,500;GO
107410;-3,500;GO
107411;-3,500;GO
107412;-3,500;GO
107413;-3,500;GO
107414;-3,500;GO
107415;-3,500;GO
107416;-3,500;GO
107417;-3,500;GO
107418;-3,500;GO
107419;-3,500;GO
107420;-3,500;GO
107421;-3,500;GO
107422;-3,500;GO
107423;-3,500;GO
107424;-3,500;GO
107425;-3,500;GO
107426;-3,500;GO
107427;-3,500;GO
107428;-3,500;GO
107429;-3,500;GO
107430;-3,500;GO
107431;-3,500;GO
107432;-3,500;GO
107433;-3,500;GO
107434;-3,500;GO
107435;-3,500;GO
107436;-3,500;GO
107437;-3,500;GO
107438;-3,500;GO
107439;-3,500;GO
107440;-3,500;GO
107441;-3,500;GO
107442;-3,500;GO
107443;-3,500;GO
107444;-3,500;GO
107445;-3,500;GO
107446;-3,500;GO
107447;-3,500;GO
107448;-3,500;GO
107449;-3,500;GO
107450;-3,750;GO
107451;-3,750;GO
107452;-3,750;GO
107453;-3,750;GO
107454;-3,750;GO
107455;-3,750;GO
107456;-3,750;GO
107457;-3,750;GO
107458;-3,750;GO
107459;-3,750;GO
107460;-3,750;GO
107461;-3,750;GO
107462;-3,750;GO
107463;-3,750;GO
107464;-3,750;GO
107465;-3,750;GO
107466;-3,750;GO
107467;-3,750;GO
107468;-3,750;GO
107469;-3,750;GO
107470;-3,750;GO
107471;-3,750;GO
107472;-3,750;GO
107473;-3,750;GO
107474;-3,750;GO
107475;-3,750;GO
107476;-3,750;GO
107477;-3,750;GO
107478;-3,750;GO
107479;-3,750;GO
107480;-3,750;GO
107481;-3,750;GO
107482;-3,750;GO
107483;-3,750;GO
107484;-3,750;GO
107485;-3,750;GO
107486;-3,750;GO
107487;-3,750;GO
107488;-3,750;GO
107489;-3,750;GO
107490;-3,750;GO
107491;-3,750;GO
107492;-3,750;GO
107493;-3,750;GO
107494;-3,750;GO
107495;-3,750;GO
107496;-3,750;GO
107497;-3,750;GO
107498;-3,750;GO
107499;-3,750;GO
107500;-3,750;GO
107501;-3,750;GO
107502;-3,750;GO
107503;-3,750;GO
107504;-3,750;GO
107505;-3,750;GO
107506;-3,750;GO
107507;-3,750;GO
107508;-3,750;GO
107509;-4,000;GO
107510;-4,000;GO
107511;-4,000;GO
107512;-4,000;GO
107513;-4,000;GO
107514;-4,000;GO
107515;-4,000;GO
107516;-4,000;GO
107517;-4,000;GO
107518;-4,000;GO
107519;-4,000;GO
107520;-4,000;GO
107521;-4,000;GO
107522;-4,000;GO
107523;-4,000;GO
107524;-4,000;GO
107525;-4,000;GO
107526;-4,000;GO
107527;-4,000;GO
107528;-4,000;GO
107529;-4,000;GO
107530;-4,000;GO
107531;-4,000;GO
107532;-4,000;GO
107533;-4,000;GO
107534;-4,000;GO
107535;-4,000;GO
107536;-4,000;GO
107537;-4,000;GO
107538;-4,000;GO
107539;-4,000;GO
107540;-4,000;GO
107541;-4,000;GO
107542;-4,000;GO
107543;-4,000;GO
107544;-4,000;GO
107545;-4,000;GO
107546;-4,000;GO
107547;-4,000;GO
107548;-4,000;GO
107549;-4,000;GO
107550;-4,000;GO
107551;-4,000;GO
107552;-4,000;GO
107553;-4,000;GO
107554;-4,000;GO
107555;-4,000;GO
107556;-4,000;GO
107557;-4,000;GO
107558;-4,000;GO
107559;-4,000;GO
107560;-4,000;GO
107561;-4,000;GO
107562;-4,000;GO
107563;-4,000;GO
107564;-4,000;GO
107565;-4,000;GO
107566;-4,000;GO
107567;-4,000;GO
107568;-4,000;GO
107569;-4,000;GO
107570;-4,000;GO
107571;-4,000;GO
107572;-4,000;GO
107573;-4,000;GO
107574;-4,000;GO
107575;-4,000;GO
107576;-4,000;GO
107577;-4,000;GO
107578;-4,000;GO
107579;-4,250;GO
107580;-4,250;GO
107581;-4,250;GO
107582;-4,250;GO
107583;-4,250;GO
107584;-4,250;GO
107585;-4,250;GO
107586;-4,250;GO
107587;-4,250;GO
107588;-4,250;GO
107589;-4,250;GO
107590;-4,250;GO
107591;-4,250;GO
107592;-4,250;GO
107593;-4,250;GO
107594;-4,250;GO
107595;-4,250;GO
107596;-4,250;GO
107597;-4,250;GO
107598;-4,250;GO
107599;-4,250;GO
107600;-4,250;GO
107601;-4,250;GO
107602;-4,250;GO
107603;-4,250;GO
107604;-4,250;GO
107605;-4,250;GO
107606;-4,250;GO
107607;-4,250;GO
107608;-4,250;GO
107609;-4,250;GO
107610;-4,250;GO
107611;-4,250;GO
107612;-4,250;GO
107613;-4,250;GO
107614;-4,250;GO
107615;-4,250;GO
107616;-4,250;GO
107617;-4,250;GO
107618;-4,250;GO
107619;-4,250;GO
107620;-4,250;GO
107621;-4,250;GO
107622;-4,250;GO
107623;-4,250;GO
107624;-4,250;GO
107625;-4,250;GO
107626;-4,250;GO
107627;-4,250;GO
107628;-4,250;GO
107629;-4,250;GO
107630;-4,250;GO
107631;-4,250;GO
107632;-4,250;GO
107633;-4,250;GO
107634;-4,250;GO
107635;-4,250;GO
107636;-4,250;GO
107637;-4,250;GO
107638;-4,250;GO
107639;-4,250;GO
107640;-4,250;GO
107641;-4,250;GO
107642;-4,250;GO
107643;-4,250;GO
107644;-4,250;GO
107645;-4,250;GO
107646;-4,250;GO
107647;-4,250;GO
107648;-4,250;GO
107649;-4,250;GO
107650;-4,250;GO
107651;-4,250;GO
107652;-4,250;GO
107653;-4,250;GO
107654;-4,500;GO
107655;-4,500;GO
107656;-4,500;GO
107657;-4,500;GO
107658;-4,500;GO
107659;-4,500;GO
107660;-4,500;GO
107661;-4,500;GO
107662;-4,500;GO
107663;-4,500;GO
107664;-4,500;GO
107665;-4,500;GO
107666;-4,500;GO
107667;-4,500;GO
107668;-4,500;GO
107669;-4,500;GO
107670;-4,500;GO
107671;-4,500;GO
107672;-4,500;GO
107673;-4,500;GO
107674;-4,500;GO
107675;-4,500;GO
107676;-4,500;GO
107677;-4,500;GO
107678;-4,500;GO
107679;-4,500;GO
107680;-4,500;GO
